filename,population_size,n_generations,mutate_mode,crossover_mode,best_score,fittest,time
		 (id: 3445, score: 100, library_id: 3, scanned: True)
		 (id: 3446, score: 100, library_id: 3, scanned: True)
		 (id: 3447, score: 100, library_id: 3, scanned: True)
		 (id: 3448, score: 100, library_id: 3, scanned: True)
		 (id: 3449, score: 100, library_id: 3, scanned: True)
		 (id: 3450, score: 100, library_id: 3, scanned: True)
		 (id: 3451, score: 100, library_id: 3, scanned: True)
		 (id: 3452, score: 100, library_id: 3, scanned: True)
		 (id: 3453, score: 100, library_id: 3, scanned: True)
		 (id: 3454, score: 100, library_id: 3, scanned: True)
		 (id: 3455, score: 100, library_id: 3, scanned: True)
		 (id: 3456, score: 100, library_id: 3, scanned: True)
